nazwa_ogloszenia,link,cena,opis,lokalizacja,pokoje,stan wykonczenia,miejsce parkingowe,powierzchnia,balkon,taras,piętro,rok budowy
Okolice ul. Lubomierskiej /Nowe2023/ogród,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-lubomierska-49m2-mzn2043123974,570 000 zł,"Na sprzedaż mieszkanie o powierzchni 49,64 metra, na parterze z ogródkiem, mieszczące się na Praczach Odrzańskich we Wrocławiu.
Mieszkanie jest w stanie deweloperskim, po odbiorze na początku roku 2023 .
Od razu można rozpoczynać prace wykończeniowe.
Mieszkanie składa się z:
*Salonu z aneksem kuchennym
*Pokoju
*Łazienki
*Przedpokoju z miejscem na szafę w zabudowie
Wszystkie pomieszczenia są bardzo ustawne i można świetnie wszystko rozplanować.
Okolica jest bardzo zielona , co sprzyja spacerom.
Bardzo blisko do stacji kolejowej Pracze Odrzańskie.
Interesuje Cię zakup tego mieszkania? Zadzwoń i umów się na prezentację.
Cena: 570 000zł - CENA DO NEGOCJACJI
nr oferty : 11200/10630/OMS
Interesuje Cię zakup tego mieszkania?
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
Je parle français, s’il vous plaît appelez si vous avez des questions.
| Phone+48... pokaż
Karolina Szyszka
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Wrocław-Fabryczna,",2.0,,,"49,64 m²",,,,2023.0
Okolice ul. Bocznej Nowe2014/LUX,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-boczna-26m2-mzn2042042458,505 000 zł,"Komfortowe mieszkanie w centrum!
Do sprzedaży mieszkanie - kawalerka o powierzchni 26,34 m2, usytuowana na 4 piętrze niedaleko Galerii Wroclavia oraz dworca PKP.
Studio wykończone w wysokim standardzie. Składa się z pokoju dziennego otwartego na kuchnię, łazienki oraz przedpokoju. W pełni umeblowane oraz kompleksowo wyposażone m.in. pralka, lodówka, płyta, mikrofala/grill, okap, telewizor, odkurzacz, suszarka do włosów, narożny rozkładany wypoczynek. W pokoju duża podwójna szafa wraz z biurkiem i krzesłem.
Znakomita lokalizacja w centrum, blisko do Dworca Głównego oraz Centrum miasta. Świetne połączenie komunikacją miejską – tramwaj plus. W pobliżu sklepy oraz niezbędne punkty usługowe.
Budynek z całodobową recepcją i ochroną, 2 windami, restauracją oraz możliwością serwisu sprzątającego. Jest to idealna propozycja dla aktywnych osób, ceniących sobie dogodną lokalizację w centrum oraz komfort mieszkania. Opłaty admin. (ok 420 PLN)
Zapraszam na prezentację.
Interesuje Cię zakup tego mieszkania? Zadzwoń i umów się na prezentację.
Cena: 505 000zł
nr oferty : 10955/10630/OMS
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
| Phone+48... pokaż
Adrian Nowak
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Południe,",1.0,,,"26,34 m²",,,4/7,2014.0
Okolica ul. Prądzyńskiego Balkon/Piwnica,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-107m2-mzn2042055115,1 284 000 zł,"Na sprzedaż czteropokojowe mieszkanie o powierzchni 107m2 w kamienicy w okolicy ul. Prądzyńskiego we Wrocławiu.
Mieszkanie:
* Mieszkanie 107m2 składa się z:
- przedpokoju – 11,8m2
- pokój 1 – 21,8m2
- pokój 2 - 13,5m2
- pokój 3 - 13,1m2
- pokój 4 - 12,5m2
- balkonu - 7m2
- łazienki z wc i prysznicem - 4m2
- WC - 1,8m2
* duży balkon - od strony północno-zachodniej
* pokoje posiadają ornamenty, rzeźbione framugi drzwi
Lokalizacja:
* Odległość od rynku 1,5km - 20 minut pieszo
* 3 minuty do Promenady Oławskiej
* liczne kawiarnie i restauracje
* sklepy spożywczy obok kamienicy
---
Cena: 1 284 000 zł - CENA DO NEGOCJACJI
nr oferty : 8320/10630/OMS
Interesuje Cię zakup tego mieszkania?
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
Je parle français, s’il vous plaît appelez si vous avez des questions.
| Phone+48... pokaż
Karolina Szyszka
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Młynarska 14/E | 51-116 Wrocław | Pon. - pt.: 9:00-18.00, sob.:9.00-14:00
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)",Przedmieście Oławskie,4.0,,,107 m²,Tak,,2/4,1900.0
Ok. ul. Przyjaźni 2016 Rozkład/Garaż/Komórka/LUX,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-przyjazni-68m2-mzn2041748712,795 000 zł,"Na sprzedaż umeblowane 3 pokojowe mieszkanie o powierzchni 68 m2 z miejscem parkingowym w garażu (w cenie) i komórka lokatorską.
NAJWAŻNIEJSZE INFORMACJE:
- meble w cenie mieszkania
- mieszkanie znajduje się na parterze
- budownictwo z 2016 roku
- budynek jest wyposażony w windę
- do mieszkania przynależy balkon oraz taras
- w pobliżu znajduje się Żabka, Biedronka, Lidl, apteki, przedszkole, żłobek i szkoła podstawowa.
- wysoki standard mieszkania
- gładzie na ścianach
- mieszkanie jest wyposażone w rolety antywłamaniowe
UKŁAD POMIESZCZEŃ:
- Salon (24m2)
- sypialnia nr 1 (12m2)
- sypialnia nr 2 (9,7m2)
- łazienka (6m2)
- przedpokój (9,9m2)
- kuchnia (4m2)
- Taras (7,2m2)
- loggia (2,3m2)
- komórka (4m2)
Zapraszam na prezentację mieszkania!
Cena: 795 000 zł
nr oferty : 7890/10630/OMS
+48... pokaż
Specjalista ds. Sprzedaży Nieruchomości: Patrycja Grudzińska
Adres e-mail: patrycja.grudzinska@
Agencja Nieruchomości UNITED Nieruchomości
ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Wrocław-Krzyki,",3.0,,,68 m²,Tak,,,2016.0
Okolice ul. Karola Miarki Balkon/Piwnica,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-karola-miarki-87m2-mzn2042801504,1 000 000 zł,"Oferta sprzedaży 3-pokojowego mieszkania, usytuowanego w samym sercu miasta w okolicy ul. Karola Miarki.
Mieszkanie znajduje się na 3. piętrze 4-piętrowej kamienicy bez windy z 1998 roku.
Główne cechy mieszkania:
- Kuchnia z balkonem, który stanowi idealne miejsce do relaksu i delektowania się świeżym powietrzem.
- Podłogi wykonane z drewna, które nadają wnętrzu przytulny i naturalny charakter.
- Piwnica
- Doskonała lokalizacja z łatwym dostępem do wszystkich miejskich udogodnień i komunikacji.
Mieszkanie jest idealnym wyborem dla osób poszukujących wygodnego i funkcjonalnego miejsca zamieszkania w centrum miasta.
Niezależnie od tego, czy szukasz swojego pierwszego mieszkania, czy też planujesz inwestycję, to ta oferta z pewnością spełni Twoje oczekiwania.
Cena: 1000 000zł
nr oferty : 10531/10630/OMS
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
| Phone+48... pokaż
Krzysztof Adamczyk
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Ołbin,",3.0,,,87 m²,Tak,,3/4,1998.0
Okolice Ul. Ulowej Piwnica Inwestycja,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-ulowa-139m2-mzn2042782736,570 000 zł,"Na sprzedaż mieszkanie o powierzchni 139,43m2 we Wrocławiu , okolice ul. Ulowej ,lokalizacja Leśnica
* Idealna ekspozycja okien - południowo-wschodnia zapewnia dobre nasłonecznienie pomieszczeń.
* Lokal do remontu
* Kuchnia oddzielna
* ogrzewanie piec ekogroszek
Budynek:
* Mieszkanie znajduje się na parterze w budynku z lat około 1960
* Klatka schodowa czysta, ładnie utrzymana.
* Wiele miejsc parkingowych ogólnodostępnych na posesji
W Pobliżu: piekarnia ,kościół, liczne sklepy
cena: 570 000 zł.
nr oferty : 10485/10630/OMS
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
| Phone+48... pokaż
Marian Wojtasik
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Leśnica,",4.0,,,"139,43 m²",,,,1960.0
Okolice ul.Orzeszkowej/Rozkład/Inwestycja/Piwnica,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-elizy-orzeszkowej-65m2-mzn2042582016,660 000 zł,"Na sprzedaż mieszkanie o powierzchni 65 m2 położone na parterze w 4 piętrowym bloku
Składa się z:
- 3 oddzielnych pokoi
- Osobnej kuchni
- Łazienki z prysznicem i WC
- Przedpokoju
* Łazienka przechodziła remont 3 lata temu
* Wymieniona instalacja elektryczna oraz plastikowe okna
* W mieszkaniu wszystkie media miejskie
* Obecnie wynajmowane ( możliwość przejęcia najemców)
Budynek
* Mieszkanie znajduje się na wysokim parterze w niskim bloku z 1960 roku
* Za blokiem znajduje się dziedziniec z ogólnodostępnymi miejscami parkingowymi dla klientów
Lokalizacja
* Przy budynku znajduje się przystanek tramwajowy i autobusowy
* Pełna infrastruktura usługowo-handlowa
* Świetny dojazd do centrum
* W niedalekiej odległości wiele szkół i uczelni
Cena: 660 000 zł
nr oferty 9544/10630/OMS
+48... pokaż
Patrycja Grudzińska
Specjalista ds. Sprzedaży Nieruchomości
Adres e-mail: patrycja.grudzinska@
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Ołbin,",3.0,,,65 m²,,,,1960.0
Okolice ul.Haukego-Bosaka Rozkład/Dwustronne/,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-gen-jozefa-haukego-bosaka-57m2-mzn2040868784,619 900 zł,"Na sprzedaż 3 pokojowe mieszkanie o powierzchni 57,9m2.
Nieruchomość składa się z:
- salonu - 21,30 m2 ,
- pokoju 1 -8,20 m2
- pokoju 2 -5,50 m2
- przedpokoju - 8,60 m2,
- kuchni - 8,30 m2 ,
- Łazienki z WC- 6 m2
Do mieszkania przynależy piwnica.
Połowa okien ulokowanych jest od strony dziedzińca.
Przy budynku od strony podwórka parking dla mieszkańców bezpłatny
łączny metraż 57.90 m2 .
Mieszkanie pełna własność , bez obciążeń .
Ogrzewanie Gazowe piec dwufunkcyjny
Lokalizacja blisko centrum i uczelni w podwórku Akademia Sztuk Pięknych ASP .
Interesuje Cię zakup tego mieszkania?
Cena: 619 900zł
nr oferty : 5659/10630/OMS
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
| Phone+48... pokaż
Adrian Nawrot
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Przedmieście Oławskie,",3.0,,,"57,90 m²",,,2/4,1878.0
Okolice ul. Bystrzyckiej 2013/Balkon/Komórka,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-bystrzycka-85m2-mzn2042063997,980 000 zł,"Na sprzedaż mieszkanie o powierzchni 85,6m2
Najważniejsze informację:
- mieszkanie znajduje się na 3 piętrze w 3 piętrowym budynku
- kuchnia wyposażona w meble na wymiar
- toaleta wykończona kaflami
- do mieszkania przynależy balkon (od strony wschodnio-południowej)
- wysoki standard mieszkania
- gotowe do zamieszkania od zaraz
- do mieszkania przynależy komórka lokatorska (3m2)
- mieszkanie jest bardzo słoneczne
- mieszkanie wyposażone w klimatyzację
- możliwość przejęcia wynajmowanego miejsca postojowego w garażu podziemnym
Zapraszam na prezentację mieszkania!
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
Szczegóły u Doradcy Finansowego.
Cena: 980 000 zł
+48... pokaż
Patrycja Grudzińska
Specjalista ds. Sprzedaży Nieruchomości
Adres e-mail: patrycja.grudzinska@
Numer oferty: 8599/10630/OMS
Agencja Nieruchomości UNITED Nieruchomości
ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Gądów Mały,",3.0,,,"85,60 m²",Tak,,3/3,2013.0
Okolice ul.Lindego Piwnica/Klima/LUX,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-ks-norberta-bonczyka-86m2-mzn2041742149,946 000 zł,"Mieszkanie 86 m2 w budynku wielorodzinnym położonym w ekskluzywnej lokalizacji pośród zabudowy willowej na Karłowicach.
Teren posesji jest zamykany. Z otwartego salonu połączonego z holem i kuchnią roztacza się widok na kanał Odry oraz most Trzebnicki.
Idealna komunikacja, w pobliżu przystanki autobusowe oraz tramwajowe w tym pętla. Lokalizacja dla osób, które nie chcą rozstać się z miastem, a cenią sobie ciszę, spokój i dużo zieleni.
Do mieszkania przynależy komórka lokatorska/piwnica oraz miejsce postojowe w garażu podziemnym z osobnym wjazdem i wyjazdem. Mieszkanie było odświeżone niecałe trzy lata temu. Obecny układ mieszkania to wejście przez werandę do holu połączonego z salonem z przeszkloną werandą oraz otwartym aneksem kuchennym. Dwie sypialnie, w tym jedna połączona z garderobą, druga zaadaptowana na pokój dziecięcy. Osobne WC i łazienka z prysznicem i wanną z hydromasażem. Mieszkanie posiada ogrzewanie elektryczne grzejniki + podłogówka oraz klimatyzację.
Interesuje Cię zakup tego mieszkania? Zadzwoń i umów się na prezentację.
Cena: 946 000zł - CENA DO NEGOCJACJI
nr oferty : 7653/10630/OMS
Interesuje Cię zakup tego mieszkania?
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
| Phone+48... pokaż
Adrian Nawrot
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Rymarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Karłowice,",3.0,,,86 m²,,,2/2,2000.0
Okolice ul. Długiej Balkon/Garaż/LUX,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-dluga-62m2-mzn2041671527,1 290 000 zł,"Na sprzedaż mieszkanie o powierzchni 61,61m2.
Otoczenie nieruchomości:
Nieruchomość znajduję się w atrakcyjnej lokalizacji dla każdego.
Dobra komunikacja z każdą częścią Wrocławia, w okolicy znajdują się przystanki autobusowe.
Z uwagi na położenie jest idealne zarówno do zamieszkania jak i inwestycja pod wynajem.
Mieszkanie składa się z:
- salonu, w którym znajduję się rozkładany narożnik, półki, szafa na ubrania, klimatyzacja, biurko, fotel oraz stół jadalny z krzesłami na 8 osób. Z salonu jest wyjście na pierwszy balkon o pow. 3,60 m2, na którym są 2 krzesła wypoczynkowe i stolik kawowy;
- aneksu kuchennego wyposażonego w szafki kuchenne, umywalkę, lodówkę, zamrażarkę, zmywarkę, winiarkę, płytę indukcyjną i okap.
- osobnej sypialni z2o... pokażs. Łóżkiem ze schowkami, 2 stolikami nocnymi, garderobą i wyjściem na drugi balkon o pow. 4,34m2;
- łazienki z wanną i osobnym prysznicem, dużym lustrem na ścianie, grzejnikiem, umywalką z blatem i półkami, pralką i toaletą.
Najważniejsze informacje:
- mieszkanie jest wyposażone w klimatyzację
- wysoki standard mieszkania
- budynek jest wyposażony w windę
- media miejskie
- do mieszkania przynależy balkon
- budownictwo z 2018 roku
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
Szczegóły u Doradcy Finansowego.
Cena: 1 290 000 zł
+48... pokaż
Specjalista ds. Sprzedaży Nieruchomości: Patrycja Grudzińska
Adres e-mail: patrycja.grudzinska@
Numer oferty: 7672/10630/OMS
Agencja Nieruchomości UNITED Nieruchomości
ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Wrocław-Stare Miasto,",2.0,,,62 m²,Tak,,5/6,2018.0
Okolice ul. Chabrowej Inwestycja/Piwnica,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-chabrowa-77m2-mzn2041923940,799 000 zł,"Na sprzedaż trzypokojowe mieszkanie o powierzchni 77,17m2 na wrocławskim Grabiszynie.
Mieszkanie o wysokości 3 m składa się z następujących pomieszczeń:
- Dwóch sypialni
- Salonu z aneksem kuchennym oraz jadalnią
- Łazienki z wanną
5 min do Centrum Handlowego Borek
2 min do komunikacji - tramwaj oraz autobus.
Blisko szkoły, przedszkola, sklepy i służba zdrowia. Kilka minut od rozległych terenów zielonych
Klatka schodowa po remoncie.
Możliwość zaparkowania pod oknem od podwórza.
Grube mury kamienicy trzymają chłód w lecie a w zimie ciepło.
Wszystkie instalacje nowoczesne, gładzie na ścianach.
Mieszkanie własnościowe
Cena: 799 000zł - CENA DO NEGOCJACJI
nr oferty : 6690/10630/OMS
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
Je parle français, s’il vous plaît appelez si vous avez des questions.
| Phone+48... pokaż
Karolina Szyszka
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Młynarska 14/E | 51-116 Wrocław ||
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Grabiszyn,",3.0,,,"77,17 m²",,,,1930.0
"Okolice ul. Cooka, Garaż, Taras",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-psie-pole-jamesa-cooka-72m2-mzn2042663133,860 000 zł,"Na sprzedaż czteropokojowe mieszkanie z rynku wtórnego. Cena za m² 11758 zł/m²
Powierzchnia 72.29 m² Zabudowa, blok, Liczba pokoi 4
Materiał budynku pustak, ogrzewanie z sieci miejskiej.
Rok budowy 2018, forma własności - własność.
Liczba pięter 3 piętra , mieszkanie znajduje się na parterze.
W pełni wyposażone 4 pokojowe mieszkanie o powierzchni 72,29 m² z przestronnym 23,5 m2 tarasem na osiedlu Olimpia Port. Na osiedlu dostępne są Lidl, sklepy, działają restauracje, apteka, fryzjer, weterynarz, a także żłobek i publiczne przedszkole. Do mieszkania przynależy podwójne miejsce parkingowe w garażu podziemnym oraz komórka lokatorska.
Rzeka, las, parki w pobliżu. Tramwaj 2024 rok. 15 minut samochodem do rynku.
Rozkład pomieszczeń:
Salon z aneksem kuchennym - 19,72 m2
Sypialnia – 11,79 m2
Sypialnia – 13,70 m2
Sypialnia – 9 m2
Łazienka – 4,76 m2
Toaleta – 2,21 m2
Podłoga - panele LVT Tarkett, hipoalergiczne, wodoodporne, bardzo odporna i trwała podłoga
Drzwi KLEA są wyposażone w zamek magnetyczny i komplet zawiasów chowanych
Wszystkie szafy robione na zamówienie
Zmywarka do naczyń, wbudowana lodówka, młynek do rozdrabniania odpadów INSINKERATOR
Klimatyzacja Daikin
Pralka i suszarka, Płytki ceramiczne Portinari, Wanna Kaldewei
Оświetlenie w całym mieszkaniu z możliwością sterowania za pomocą aplikacji lub pilota oraz regulacją temperatury oświetlenia
Rolety ochronne
Kajaki, siłownia, klub mieszkańca, tenis stołowy, bilard dla mieszkańców
Dodatkowe informacje
Piwnica, miejsce parkingowe, internet, taras, umeblowane
Zakup miejsca postojowego w cenie 50 000 zł
Cena 860 000zł
Zadzwoń ! 531 785 534
Numer oferty 8471/10630/OMS
Sprzedawca: Marian Wojtasik
GORĄCO POLECAM I ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Agencja Nieruchomości UNITED Nieruchomości
Ul. Młynarska 14/E
50-227 Wrocław
Biuro czynne od poniedziałku do piątku w godzinach od 9:00 do 18:00
oraz w soboty od 9:00 do 14:00
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Swojczyce,",4.0,,,"72,29 m²",Tak,,,2018.0
Okolice ul. Połanieckiej piwnica/lux/inswetycja,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-polaniecka-60m2-mzn2042762141,700 000 zł,"Mieszkanie na sprzedaż w okolicy ul. Połanieckiej.
Jasne mieszkanie dwustronne, bardzo dobrze nasłonecznione. Pokoje znajdują się od strony wschodniej, natomiast salon z kuchnią od strony zachodniej.
W pokojach zadbana drewniana podłoga, która tworzy ciepły i przytulny klimat wnętrza.
W kuchni, łazience i przedpokoju płytki.
Do mieszkania przynależą dwie piwnice, dostęp do strychu oraz rowerowni.
W kamienicy przestronna i czysta klatka schodowa.
Wzdłuż budynków ogólnodostępne miejsca parkingowe od strony ulicy, oraz od strony podwórka.
Mieszkanie w sąsiedztwie galerii Borek. Jest to doskonała lokalizacja dla rodzin z dziećmi, osób prowadzących aktywny tryb życia a przy tym ceniących ciszę.
W okolicy znajdują się liczne placówki edukacyjne: przedszkole, szkoła podstawowa, liceum nr VII
Liczne połączenia komunikacji miejskiej linie A, 14, 18, 72, 125, 136, 144
ZALETY
- cicha i bezpieczna okolica
- bliskość terenów zielonych, parku
- mieszkanie gotowe do wprowadzenia
- drewniana podłoga, drzwi wewnętrzne
- dobra komunikacja z centrum
Interesuje Cię zakup tego mieszkania?
Cena: 700 000zł
nr oferty : 10456/10630/OMS
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
| Phone+48... pokaż
Adrian Nawrot
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Grabiszyn-Grabiszynek,",3.0,,,60 m²,,,3/3,1932.0
"Okolice ul. Orzechowej, Rozkład/Balkon/inwestycja",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-krynicka-84m2-mzn2041989064,750 000 zł,"Na sprzedaż w pełni rozkładowe, czteropokojowe mieszkanie, 84m2, znajdujące we Wrocławiu na osiedlu Gaj.
Mieszkanie jest w pełni rozkładowe, pokoje są duże i ustawne.
Z salonu jest wyjście na duży balkon. Osobno jest łazienka oraz WC.
Mieszkanie jest nieumeblowane.
W przedpokoju znajdują się dwie szafy w zabudowie.
Do mieszkania doprowadzona jest siła.
Budynek
Mieszkanie mieści się na 7 piętrze, w budynku jest nowa winda.
Do lokalu oprócz piwnicy przynależy także komórka lokatorska, idealna na przechowywanie m.in rowerów czy wózka.
W budynku doprowadzone są wszystkie media miejskie.
Blok jest odnowiony oraz dodatkowo ocieplony.
Przed budynkiem znajduje się ogólnodostępny parking dla mieszkańców.
Lokalizacja
Nieruchomość położona jest w niedużej odległości od centrum, z bardzo dobrym połączeniem komunikacyjnym.
W pobliżu znajduje się wiele placów zabaw, wybieg dla psów, sklepy, kawiarnie, jak również duży wybór żłobków, przedszkoli oraz szkoły.
Ogromnym atutem położenia jest także bliska odległość terenów zielonych - min. Park Słoneczny, Park Skowroni.
Cena: 750 000zł - CENA DO NEGOCJACJI!!!
Zadzwoń ! 531 785 534
Numer oferty 8476/10630/OMS
Sprzedawca: Marian Wojtasik
GORĄCO POLECAM I ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Agencja Nieruchomości UNITED Nieruchomości
Ul. Młynarska 14/E
50-227 Wrocław
Biuro czynne od poniedziałku do piątku w godzinach od 9:00 do 18:00
oraz w soboty od 9:00 do 14:00
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Gaj,",4.0,,,84 m²,Tak,,7/10,1982.0
Okolice ul. Szczęśliwej /4pokoje/Inwestycja/LUX,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-szczesliwa-57m2-mzn2040902415,683 000 zł,"Oferujemy na sprzedaż mieszkanie w okolicach ul. Szczęśliwej.
Mieszkanie o powierzchni 57m2 w kameralnym, czteropiętrowym budynku z wielkiej płyty po termoizolacji, części wspólne również po remoncie.
Mieszkanie jest bardzo jasne, dzięki dużej ilości okien oraz wyposażeniu w jasne kolory.
4 oddzielne sypialnie, co zapewnia o efektywnym najmie.
Każdy z pokoi zapewnia przestrzeń dla łóżka, szafy i biurka, są w pełni wyposażone dla potrzeb. Wyposażenie widoczne na zdjęciach.
Jedna z sypialni posiada balkon francuski, który zostanie zmodernizowany przez zarządcę i uzyska płytę balkonową.
Łazienka wyposażona w prysznic oraz pralkę, kuchnia natomiast w sprzęty AGD i meble w zabudowie.
Dodatkowo do mieszkania przynależy sporej wielkości piwnica.
W bezpośredniej bliskości przystanki tramwajowe i autobusowe.
Mieszkanie ogrzewane ciepłem miejskim. Okna PCV.
Na podłogach w pokojach panele, w kuchni i korytarzu kafle.
Odświeżane w tym roku.
Przed blokiem znajduje się plac zabaw ogrodzony płotem oraz spora ilość dostępnych miejsc parkingowych.
Nieruchomość inwestycyjna każdy z pokoi ma bezpośrednie wejście z korytarza - mieszkanie w pełni rozkładowe.
W mieszkaniu zostaje umeblowanie wraz z wyposażeniem.
Topowa lokalizacja z pełną infrastrukturą z bardzo dobrym dojazdem we wszystkie strony Wrocławia (dużo przystanków autobusowych i tramwajowych).
200m do SKY Tower
700m do parku
1km Pasaż Zielińskiego
1,6km centrum handlowe Arena
1,7km do Aquaparku na Borowskiej
2km centrum
Obecnie jest korzystnie wynajmowane- możliwość przejęcia najemców lub jednomiesięczny okres wypowiedzenia.
Cena: 683 000zł - do negocjacji
Opiekun oferty:
Marian Wojtasik
Specjalista ds. nieruchomości:
+48... pokaż
e-mail: rafal.loch@
Agencja UNITED Nieruchomości | ul. Kleczkowska 49a/45 | 50-227 Wrocław | Pon. - pt.: 9:00-18.00, sob.:9.00-14:00
numer oferty 5731/10630/OMS
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Grabiszyn,",4.0,,,57 m²,,,4/4,1980.0
